Rent,Beds,Baths,Type,Area_in_sqft,Rent_per_sqft,Rent_category,Furnishing,Age_of_listing_in_days,City,Latitude,Longitude
117000,2,3,0,1723,67.90481718,2,1,29,0,24.54597235,54.44368803
100000,1,2,0,609,164.2036125,2,0,18,3,25.0786415,55.1352524
125000,1,2,0,981,127.420999,2,1,87,3,25.197978,55.36037961
62000,2,2,0,1133,54.72197705,1,1,20,3,25.18047865,55.45297285
110000,3,3,6,2079,52.91005291,2,1,19,0,24.476252,54.3726749
54999,1,1,0,850,64.70470588,1,1,89,6,25.2963963,55.4421946
28000,0,1,0,600,46.66666667,1,1,32,0,24.4201314,54.57495353
100000,2,2,0,848,117.9245283,2,1,62,3,25.1541673,55.2906695
145000,2,2,0,813,178.3517835,0,1,40,3,25.18942655,55.26481902
65000,0,2,0,452,143.8053097,1,0,28,3,25.18668425,55.27470526
220000,3,4,6,2180,100.9174312,0,1,31,0,24.4940223,54.6073721
115000,3,2,0,1590,72.32704403,2,1,25,3,25.23559045,55.29672026
115000,3,3,7,2655,43.31450094,2,1,57,0,24.6774379,54.7531126
145000,2,2,0,1375,105.4545455,0,1,84,3,25.18942655,55.26481902
38000,2,2,0,1400,27.14285714,1,1,13,6,25.3000012,55.4416176
160000,3,2,6,2367,67.59611322,0,1,143,3,25.05865715,55.24599921
290000,2,2,0,1709,169.6898771,0,1,53,3,25.1180879,55.1342009
40000,1,1,0,600,66.66666667,1,1,180,3,24.9144391,55.1615128
96000,1,2,0,947,101.3727561,2,0,45,3,25.03827075,55.14569564
50000,0,2,0,440,113.6363636,1,0,20,3,24.9144391,55.1615128
179000,2,2,0,1198,149.4156928,0,0,45,3,25.0786415,55.1352524
65000,1,2,0,803,80.94645081,1,1,86,3,25.0559446,55.20746503
54000,3,3,0,2000,27.0,1,1,69,1,25.3869225,55.4388907
90000,3,3,0,1800,50.0,2,1,21,0,24.4201314,54.57495353
52000,1,1,0,950,54.73684211,1,1,18,0,24.2479318,55.717251
50000,1,2,0,606,82.50825083,1,1,15,3,25.0559446,55.20746503
210000,2,2,0,1550,135.483871,0,1,47,3,25.21762295,55.27828309
13999,0,1,0,400,34.9975,1,1,37,6,25.3050714,55.4511103
26000,0,1,0,550,47.27272727,1,1,62,0,24.4201314,54.57495353
215000,3,2,0,2002,107.3926074,0,1,138,3,25.0786415,55.1352524
129999,1,2,0,801,162.2958801,2,0,61,3,25.18942655,55.26481902
32000,0,1,0,445,71.91011236,1,0,47,5,25.6810601,55.7432555
80000,1,2,0,900,88.88888889,2,0,25,0,24.4935984,54.40784051
260000,2,2,0,1457,178.4488675,0,0,30,3,25.18668425,55.27470526
60000,0,2,0,507,118.3431953,1,0,127,3,25.0559446,55.20746503
38999,2,2,0,1460,26.71164384,1,1,149,6,25.3013552,55.3748702
36000,0,1,0,730,49.31506849,1,1,19,0,24.3339589,54.5535564
255000,2,2,0,1255,203.187251,0,0,41,3,25.0786415,55.1352524
26000,1,2,0,1436,18.10584958,1,1,114,1,25.41266,55.522815
235000,2,2,0,2040,115.1960784,0,1,88,3,25.10019025,55.118535
43500,0,1,0,549,79.23497268,1,1,88,0,24.4849713,54.3619673
90000,3,4,7,1250,72.0,2,1,39,0,24.280096,55.766997
55990,3,3,0,1800,31.10555556,1,1,60,6,25.30824545,55.37310585
65000,2,2,0,1120,58.03571429,1,1,138,0,24.514535,54.3895051
190000,1,2,0,1385,137.1841155,0,0,27,3,25.10019025,55.118535
48000,0,2,0,353,135.9773371,1,1,44,3,25.0410289,55.2516876
68000,1,2,0,730,93.15068493,2,1,122,3,25.0559446,55.20746503
48000,1,1,0,1400,34.28571429,1,1,30,0,24.3339589,54.5535564
80000,1,2,0,758,105.5408971,2,1,58,3,25.09297535,55.17214782
55000,0,1,0,465,118.2795699,1,1,154,0,24.4935984,54.40784051
170000,2,2,0,809,210.1359703,0,1,40,3,25.18942655,55.26481902
190000,2,2,0,1368,138.8888889,0,0,73,3,25.197978,55.36037961
82000,2,3,0,1700,48.23529412,2,1,25,6,25.3223781,55.35939475
160000,3,2,0,1455,109.9656357,0,1,61,3,25.0690625,55.14116559
180000,1,2,0,1170,153.8461538,0,1,97,3,25.18942655,55.26481902
100000,3,3,6,1800,55.55555556,2,1,92,0,24.3339589,54.5535564
90000,1,2,0,959,93.84775808,2,1,24,3,25.0786415,55.1352524
280000,2,2,0,2553,109.6748923,0,0,108,3,25.1180879,55.1342009
140000,3,4,7,2056,68.09338521,2,1,159,3,25.01085145,55.2888763
41000,0,2,0,317,129.3375394,1,1,66,3,25.1541673,55.2906695
50000,1,2,0,944,52.96610169,1,1,19,3,25.1322737,55.39813985
200000,4,2,7,2430,82.30452675,0,1,36,3,25.0651524,55.3227884
140000,2,2,0,1167,119.9657241,2,1,20,3,25.0559446,55.20746503
85000,0,2,0,426,199.5305164,2,0,18,3,25.18942655,55.26481902
55000,0,2,0,543,101.2891344,1,0,52,3,25.1541673,55.2906695
140000,3,4,0,1430,97.9020979,2,1,45,0,24.4940223,54.6073721
229999,3,2,0,1568,146.6830357,0,1,97,3,25.18668425,55.27470526
109000,2,3,0,1112,98.02158273,2,0,52,0,24.48593095,54.60093933
30000,0,1,0,550,54.54545455,1,1,59,0,24.4201314,54.57495353
42000,2,2,0,1400,30.0,1,1,17,6,25.3000012,55.4416176
42000,2,3,0,1900,22.10526316,1,1,106,2,24.2009285,55.67146324
70000,3,3,0,2363,29.62336014,2,1,85,0,24.2425603,55.7121184
55000,1,2,0,967,56.87693899,1,1,66,0,24.4200646,54.4628768
190000,1,2,0,1385,137.1841155,0,0,33,3,25.10019025,55.118535
325000,3,2,0,2184,148.8095238,0,0,67,3,25.10019025,55.118535
120000,1,2,0,807,148.6988848,2,1,48,3,25.177246,55.30791298
37000,1,2,0,742,49.86522911,1,1,16,3,25.1322737,55.39813985
40000,2,2,0,1450,27.5862069,1,1,52,6,25.30845345,55.36713781
21000,0,1,0,450,46.66666667,1,1,24,6,25.3000012,55.4416176
140000,3,2,0,1236,113.2686084,2,1,52,3,25.0559446,55.20746503
94500,2,2,0,1302,72.58064516,2,1,38,0,24.48593095,54.60093933
45000,2,3,0,1900,23.68421053,1,1,130,1,25.3969159,55.4472268
245000,2,2,0,1103,222.1214869,0,1,78,3,25.197978,55.36037961
140000,1,2,0,1485,94.27609428,2,1,16,3,25.0627549,55.2392983
75000,1,2,0,697,107.6040172,2,1,24,3,25.0786415,55.1352524
94000,2,4,0,1550,60.64516129,2,1,33,0,24.54597235,54.44368803
76000,2,2,0,1200,63.33333333,2,1,25,3,25.0559446,55.20746503
110000,1,2,0,1216,90.46052632,2,1,19,0,24.495946,54.381815
137000,2,3,0,1097,124.8860529,2,0,41,0,24.484107,54.35067
150000,3,2,7,2026,74.03751234,0,1,80,3,25.01085145,55.2888763
39999,0,1,0,460,86.95434783,1,1,31,3,25.118441,55.387147
49980,2,2,0,1600,31.2375,1,1,60,6,25.3050714,55.4511103
330000,3,3,0,1715,192.4198251,0,0,23,3,25.18668425,55.27470526
60000,0,2,0,487,123.2032854,1,0,82,3,25.0559446,55.20746503
120000,1,2,0,912,131.5789474,2,1,179,0,24.54597235,54.44368803
280000,2,2,0,1283,218.2385035,0,1,45,3,25.0956188,55.13800091
26990,1,1,0,800,33.7375,1,1,39,6,25.3000012,55.4416176
280000,4,2,6,2918,95.95613434,0,1,26,3,25.09872095,55.25394009
55000,2,2,0,1249,44.03522818,1,1,91,0,24.470365,54.3787778
90000,4,3,0,2499,36.01440576,2,1,62,0,24.34873545,54.66280179
50000,1,2,0,1100,45.45454545,1,1,44,0,24.4201314,54.57495353
297999,3,2,1,2260,131.8579646,0,0,66,3,25.10953625,55.1722137
140000,3,2,6,2022,69.23837784,2,1,48,3,25.01085145,55.2888763
110000,2,2,0,871,126.2916188,2,1,43,3,25.1541673,55.2906695
24499,1,1,0,600,40.83166667,1,1,36,6,25.3000012,55.4416176
65000,1,2,0,749,86.7823765,1,0,31,3,25.0321379,55.219353
55000,0,2,0,351,156.6951567,1,1,116,3,25.0410289,55.2516876
220000,4,2,7,2712,81.12094395,0,1,16,3,25.05865715,55.24599921
80000,2,3,0,1500,53.33333333,2,1,78,0,24.48593095,54.60093933
300000,3,3,0,1507,199.071002,0,1,41,3,25.18668425,55.27470526
49999,2,2,0,1150,43.4773913,1,1,17,0,24.46934445,54.34880593
174999,2,2,0,1111,157.5148515,0,1,127,3,25.18668425,55.27470526
90000,1,2,0,648,138.8888889,2,1,96,3,25.0559446,55.20746503
210000,3,3,7,2849,73.71007371,0,1,96,0,24.4352701,54.4406788
145000,2,2,0,1281,113.1928181,0,1,17,3,25.09297535,55.17214782
169999,2,2,0,967,175.8004137,0,0,149,3,25.18942655,55.26481902
20999,2,2,0,1475,14.23661017,1,1,107,6,25.345655,55.3970575
130000,1,2,0,953,136.4113326,2,1,52,3,25.0786415,55.1352524
240000,2,2,0,1160,206.8965517,0,0,16,3,25.0786415,55.1352524
135000,1,2,0,865,156.0693642,2,1,28,3,25.21762295,55.27828309
100000,3,4,7,2424,41.25412541,2,1,108,0,24.4664366,54.65689143
175000,2,2,0,1400,125.0,0,0,52,3,25.0778021,55.13518095
95000,2,2,0,595,159.6638655,2,1,55,3,25.177246,55.30791298
80000,1,2,0,589,135.8234295,2,1,17,3,25.1541673,55.2906695
160000,2,2,0,1509,106.0304838,0,1,110,3,25.0264384,55.251228
55000,1,2,0,680,80.88235294,1,1,53,3,25.0559446,55.20746503
120000,2,2,0,1345,89.21933086,2,1,25,3,25.0559446,55.20746503
200000,2,2,0,1096,182.4817518,0,0,78,3,25.0956188,55.13800091
75000,2,2,0,1500,50.0,2,1,34,6,25.2963963,55.4421946
115000,3,4,0,2250,51.11111111,2,1,118,0,24.4935984,54.40784051
48000,0,2,0,335,143.2835821,1,1,35,3,25.1541673,55.2906695
34999,2,2,0,1300,26.92230769,1,1,23,6,25.3050714,55.4511103
110000,1,2,0,832,132.2115385,2,1,16,3,25.1640592,55.28566124
80000,1,2,0,771,103.7613489,2,1,26,3,25.0559446,55.20746503
65000,1,2,0,1130,57.52212389,1,1,62,0,24.47311215,54.3633013
190000,1,2,0,1103,172.2574796,0,0,19,3,25.10019025,55.118535
24000,2,1,0,750,32.0,1,1,15,5,25.7976889,55.9697198
27000,2,1,0,1800,15.0,1,1,73,1,25.377506,55.499523
52000,2,2,0,1400,37.14285714,1,1,21,1,25.3969159,55.4472268
73499,2,3,0,1215,60.49300412,2,1,30,0,24.4935984,54.40784051
129999,3,4,6,2500,51.9996,2,1,32,6,25.261234,55.5808289
120000,2,3,0,1200,100.0,2,1,17,0,24.4935984,54.40784051
105000,2,2,0,1250,84.0,2,1,13,3,25.2208602,55.2737617
55000,2,2,0,1120,49.10714286,1,1,183,0,24.3339589,54.5535564
77000,2,3,0,1480,52.02702703,2,1,43,3,25.3005332,55.3596332
41999,1,2,0,980,42.85612245,1,1,26,6,25.3000012,55.4416176
60000,2,3,0,2300,26.08695652,1,1,58,0,24.3594999,54.63233435
80000,1,2,0,807,99.13258984,2,1,62,3,25.0321379,55.219353
45000,0,2,0,360,125.0,1,1,49,3,25.1541673,55.2906695
75000,1,2,0,621,120.7729469,2,0,30,3,25.0249925,55.1896223
47000,2,2,0,1500,31.33333333,1,1,24,1,25.40480875,55.43057455
17000,0,1,0,370,45.94594595,1,1,161,0,24.3594999,54.63233435
70000,0,2,0,415,168.6746988,2,1,78,3,25.0982842,55.1757823
82000,2,3,0,1600,51.25,2,1,16,6,25.30845345,55.36713781
75000,2,3,0,1100,68.18181818,2,1,96,6,25.31816755,55.47543408
96999,2,3,0,1500,64.666,2,1,179,0,24.48593095,54.60093933
235000,2,2,7,1187,197.978096,0,1,41,3,25.1640592,55.28566124
140000,3,4,0,2001,69.96501749,2,1,31,0,24.4935984,54.40784051
180000,2,2,0,1089,165.2892562,0,1,121,3,25.18668425,55.27470526
38999,0,1,0,300,129.9966667,1,1,15,0,24.4201314,54.57495353
260000,2,2,0,1506,172.6427623,0,0,67,3,25.1539087,55.2075004
53000,0,2,0,408,129.9019608,1,0,19,3,25.0264384,55.251228
43990,2,3,0,1300,33.83846154,1,1,37,6,25.3000012,55.4416176
210000,2,2,0,1417,148.2004234,0,0,54,3,25.0778021,55.13518095
120000,2,2,0,1142,105.0788091,2,1,23,3,25.0559446,55.20746503
26000,1,1,0,890,29.21348315,1,1,66,6,25.3000012,55.4416176
220000,2,2,0,1551,141.8439716,0,0,18,3,25.10019025,55.118535
46990,1,1,0,850,55.28235294,1,1,30,6,25.2963963,55.4421946
48000,1,2,0,919,52.23068553,1,1,25,0,24.84326945,55.02758962
149999,2,3,6,1335,112.3588015,0,1,16,0,24.4940223,54.6073721
110000,2,2,0,1234,89.14100486,2,1,13,3,25.2208602,55.2737617
15995,0,1,0,400,39.9875,1,1,16,6,25.3000012,55.4416176
105000,1,2,0,1101,95.36784741,2,1,15,3,25.0778021,55.13518095
49999,2,3,0,1500,33.33266667,1,1,108,0,24.353232,54.749892
62000,3,3,0,2100,29.52380952,1,1,26,6,25.30824545,55.37310585
25000,1,2,0,1250,20.0,1,1,35,1,25.4163383,55.4404449
92000,1,2,0,953,96.53725079,2,1,54,3,25.0559446,55.20746503
50000,0,2,0,456,109.6491228,1,1,98,3,25.1541673,55.2906695
200000,1,2,0,935,213.9037433,0,0,33,3,25.18668425,55.27470526
119999,1,2,0,789,152.0899873,2,0,36,3,25.0786415,55.1352524
135000,2,3,0,1300,103.8461538,2,0,89,0,24.484107,54.35067
90000,3,4,0,1668,53.95683453,2,1,35,0,24.4664366,54.65689143
75000,2,2,0,1700,44.11764706,2,1,58,0,24.4725056,54.376269
70000,2,3,0,1200,58.33333333,2,0,23,5,25.6994995,55.7822827
36999,2,2,0,1700,21.76411765,1,1,155,1,25.3869225,55.4388907
129999,2,2,0,1292,100.6184211,2,1,71,3,25.0786415,55.1352524
55000,2,2,0,1300,42.30769231,1,1,102,0,24.4725056,54.376269
67000,2,2,0,2500,26.8,2,1,17,0,24.4664366,54.65689143
320000,2,4,0,1955,163.6828645,0,0,81,3,25.1180879,55.1342009
280000,3,4,0,1722,162.601626,0,0,65,3,25.18668425,55.27470526
160000,2,2,0,1069,149.6725912,0,1,45,3,25.197978,55.36037961
62000,2,2,0,1400,44.28571429,1,1,146,3,25.269769,55.3874873
45000,1,1,0,1000,45.0,1,1,36,0,24.4913003,54.3695437
18000,0,1,0,390,46.15384615,1,1,58,0,24.4201314,54.57495353
90000,1,2,0,931,96.67024705,2,0,33,3,25.0786415,55.1352524
22000,0,1,0,550,40.0,1,1,33,0,24.3339589,54.5535564
100000,1,2,0,800,125.0,2,1,23,3,25.177246,55.30791298
170000,2,2,0,1358,125.1840943,0,0,39,3,25.0264384,55.251228
120000,1,2,0,645,186.0465116,2,1,34,3,25.12689085,55.26387439
73000,1,2,0,659,110.7738998,2,1,104,3,25.0249925,55.1896223
180000,2,2,0,1542,116.7315175,0,0,19,3,25.0559446,55.20746503
190000,2,2,0,1485,127.9461279,0,1,68,3,25.18668425,55.27470526
70000,2,3,0,1500,46.66666667,2,1,64,0,24.4201314,54.57495353
46000,1,1,0,1200,38.33333333,1,0,94,0,24.4201314,54.57495353
79999,2,3,0,1405,56.93879004,2,1,30,0,24.4935984,54.40784051
30000,1,2,0,668,44.91017964,1,1,56,6,25.3256445,55.3886556
240000,2,3,0,1106,216.9981917,0,1,185,3,25.18668425,55.27470526
190000,1,2,0,802,236.9077307,0,0,53,3,25.18668425,55.27470526
75000,2,3,0,1373,54.62490896,2,1,36,0,24.4935984,54.40784051
150000,3,2,6,2236,67.08407871,0,1,40,3,25.0315993,55.27568906
26000,0,1,0,600,43.33333333,1,0,25,5,25.6994995,55.7822827
27000,0,1,0,788,34.26395939,1,1,40,0,24.3339589,54.5535564
60000,3,4,0,2150,27.90697674,1,1,61,6,25.3223781,55.35939475
58000,2,2,0,1500,38.66666667,1,1,46,6,25.30845345,55.36713781
230000,2,2,0,1143,201.2248469,0,0,69,3,25.0956188,55.13800091
300000,3,4,6,2750,109.0909091,0,0,12,3,25.05995825,55.18239788
55000,1,2,0,850,64.70588235,1,1,50,3,25.0930937,55.3803258
48000,0,2,0,431,111.3689095,1,0,19,3,25.0929388,55.3184835
28000,0,1,0,600,46.66666667,1,0,85,0,24.4201314,54.57495353
50000,2,3,0,1700,29.41176471,1,1,12,6,25.3256445,55.3886556
110000,3,4,0,1890,58.2010582,2,1,37,0,24.46446185,54.38683888
100000,3,2,6,1519,65.83278473,2,1,117,3,24.9144391,55.1615128
43000,2,2,0,1134,37.91887125,1,0,63,5,25.8146885,55.9627676
65000,2,2,0,1250,52.0,1,1,30,3,25.1322737,55.39813985
120000,2,3,0,1356,88.49557522,2,1,75,0,24.4935984,54.40784051
95000,1,2,0,1025,92.68292683,2,1,80,3,25.0279508,55.2649127
43000,1,1,0,1000,43.0,1,1,91,0,24.4201314,54.57495353
134999,3,2,6,2026,66.63326752,2,1,67,3,25.01085145,55.2888763
111000,1,2,0,931,119.226638,2,0,96,3,25.21762295,55.27828309
54999,2,3,0,1450,37.93034483,1,1,27,6,25.2963963,55.4421946
74999,1,2,0,621,120.7713366,2,1,31,3,25.0559446,55.20746503
240000,3,2,6,1479,162.2718053,0,1,27,3,25.1640592,55.28566124
45000,0,2,0,357,126.0504202,1,1,51,3,25.0410289,55.2516876
50000,1,2,0,1124,44.48398577,1,1,144,6,25.30845345,55.36713781
42999,1,2,0,810,53.08518519,1,1,91,6,25.31816755,55.47543408
15999,0,1,0,420,38.09285714,1,1,24,6,25.3000012,55.4416176
200000,2,2,0,1156,173.0103806,0,1,31,3,25.21683265,55.30011609
235000,3,2,0,1985,118.3879093,0,1,23,3,25.18942655,55.26481902
66000,2,3,0,1400,47.14285714,2,1,37,0,24.4935984,54.40784051
31999,1,2,0,900,35.55444444,1,1,23,6,25.3000012,55.4416176
260000,2,3,0,1760,147.7272727,0,1,101,0,24.479853,54.319951
55000,1,1,0,1700,32.35294118,1,1,13,0,24.4201314,54.57495353
75000,3,4,0,2100,35.71428571,2,1,58,6,25.2963963,55.4421946
120000,2,2,0,816,147.0588235,2,1,20,3,25.18942655,55.26481902
56000,2,2,0,1500,37.33333333,1,1,13,0,24.3339589,54.5535564
170000,2,3,0,1860,91.39784946,0,0,69,0,24.4935984,54.40784051
80000,1,2,0,936,85.47008547,2,0,60,0,24.4935984,54.40784051
118000,1,2,0,991,119.0716448,2,1,30,3,25.0690625,55.14116559
70000,1,2,0,614,114.0065147,2,0,38,3,25.1541673,55.2906695
315000,2,2,0,1381,228.0955829,0,0,32,3,25.0956188,55.13800091
50000,0,2,0,367,136.239782,1,1,31,3,25.1541673,55.2906695
32000,0,1,0,400,80.0,1,1,13,6,25.2963963,55.4421946
49950,2,3,0,1655,30.18126888,1,1,41,6,25.30824545,55.37310585
80000,0,2,0,664,120.4819277,2,1,31,3,25.18942655,55.26481902
71999,3,4,0,2499,28.81112445,2,1,115,6,25.3256445,55.3886556
70000,1,2,0,771,90.79118029,2,0,36,3,25.0267099,55.1469903
275000,3,2,0,2205,124.7165533,0,0,53,3,25.0786415,55.1352524
46000,2,3,0,1400,32.85714286,1,1,19,6,25.3000012,55.4416176
45000,1,1,0,850,52.94117647,1,1,127,0,24.46934445,54.34880593
38999,1,2,0,770,50.64805195,1,1,24,6,25.3050714,55.4511103
125000,1,2,0,714,175.070028,2,0,18,3,25.18668425,55.27470526
110000,2,3,0,1452,75.75757576,2,1,40,0,24.484107,54.35067
65000,1,1,0,700,92.85714286,1,1,60,0,24.4940223,54.6073721
79999,2,3,0,1265,63.24031621,2,1,64,0,24.4935984,54.40784051
17900,0,1,0,510,35.09803922,1,1,89,6,25.30824545,55.37310585
319999,5,2,7,2700,118.5181481,0,1,35,3,25.12689085,55.26387439
130000,2,2,0,1458,89.16323731,2,1,32,3,25.2248353,55.2851186
30000,2,2,0,1200,25.0,1,1,49,1,25.3869225,55.4388907
90000,3,2,6,1802,49.9445061,2,1,66,3,24.987364,55.373964
65000,1,2,0,1000,65.0,1,1,98,0,24.42934995,54.43619387
200000,4,2,7,2336,85.61643836,0,1,31,3,25.0315993,55.27568906
34000,1,1,0,870,39.08045977,1,1,77,6,25.30824545,55.37310585
135000,2,2,0,1262,106.9730586,2,0,23,3,25.0559446,55.20746503
140000,1,2,0,982,142.5661914,2,0,115,3,25.18942655,55.26481902
65000,2,2,0,1210,53.71900826,1,1,18,0,24.4650344,54.337592
55000,1,2,0,750,73.33333333,1,1,23,3,25.23559045,55.29672026
120000,3,2,6,2381,50.39899202,2,0,93,3,24.9144391,55.1615128
56000,1,2,0,850,65.88235294,1,1,31,3,25.118441,55.387147
125000,1,2,0,716,174.5810056,2,0,60,3,25.18668425,55.27470526
139500,2,2,0,1400,99.64285714,2,1,55,3,25.21762295,55.27828309
9000,0,1,0,377,23.87267905,1,1,184,1,24.81023295,56.09299327
67999,1,2,0,656,103.6570122,2,1,69,3,25.0559446,55.20746503
34999,1,2,0,930,37.63333333,1,1,81,6,25.3000012,55.4416176
43000,1,1,0,800,53.75,1,1,20,0,24.3339589,54.5535564
68000,1,2,0,891,76.31874299,2,1,16,3,25.0559446,55.20746503
29999,1,1,0,850,35.29294118,1,1,53,6,25.3013552,55.3748702
35000,3,3,0,1650,21.21212121,1,1,36,1,25.3854439,55.4416202
75000,1,2,0,645,116.2790698,2,1,26,3,25.0559446,55.20746503
47000,1,2,0,850,55.29411765,1,1,44,6,25.2963963,55.4421946
184999,2,2,7,2909,63.59539361,0,1,60,3,25.05995825,55.18239788
250000,2,2,0,1133,220.6531333,0,0,17,3,25.18668425,55.27470526
130000,2,2,0,1332,97.5975976,2,1,104,3,25.26387,55.4207896
138000,2,4,0,1700,81.17647059,2,0,100,0,24.4935984,54.40784051
29990,1,1,0,900,33.32222222,1,1,35,6,25.3000012,55.4416176
210000,3,4,6,1817,115.5751238,0,1,86,0,24.4940223,54.6073721
54000,0,2,0,450,120.0,1,0,46,3,25.0627549,55.2392983
55000,1,1,0,680,80.88235294,1,1,44,0,24.4935984,54.40784051
75000,1,2,0,845,88.75739645,2,1,34,3,25.0559446,55.20746503
34000,1,1,0,800,42.5,1,1,37,6,25.2963963,55.4421946
42000,1,2,0,1076,39.03345725,1,1,83,5,25.6994995,55.7822827
175000,4,2,7,2325,75.2688172,0,1,93,3,25.01085145,55.2888763
35000,1,1,0,1000,35.0,1,1,14,0,24.3339589,54.5535564
135000,1,2,0,1329,101.5801354,2,0,20,3,25.18942655,55.26481902
105000,3,4,7,1874,56.0298826,2,1,51,0,24.4664366,54.65689143
240000,3,2,0,1883,127.4561869,0,1,23,3,25.0786415,55.1352524
36000,1,1,0,950,37.89473684,1,1,36,0,24.4201314,54.57495353
76600,2,3,0,1450,52.82758621,2,1,119,0,24.4935984,54.40784051
185000,2,2,0,1682,109.9881094,0,1,89,3,25.197978,55.36037961
140000,2,2,0,808,173.2673267,2,1,45,3,25.18942655,55.26481902
55000,2,2,0,450,122.2222222,1,1,45,0,24.3339589,54.5535564
82603,2,3,0,1600,51.626875,2,1,156,0,24.48593095,54.60093933
31999,0,1,0,463,69.11231102,1,0,38,6,25.2963963,55.4421946
50000,2,2,0,1200,41.66666667,1,1,14,0,24.4651138,54.3790331
58000,1,2,0,989,58.64509606,1,1,18,3,25.0013542,55.24885633
180000,3,2,0,1519,118.4990125,0,0,88,3,25.197978,55.36037961
95000,2,4,0,1500,63.33333333,2,1,125,0,24.48593095,54.60093933
160000,2,2,0,1271,125.8851298,0,0,93,3,25.197978,55.36037961
14999,0,1,0,400,37.4975,1,1,25,6,25.3000012,55.4416176
50000,0,2,0,516,96.89922481,1,1,41,3,25.0627549,55.2392983
140000,2,2,0,731,191.5184679,2,0,17,3,25.12689085,55.26387439
54990,1,2,0,870,63.20689655,1,1,19,3,25.118441,55.387147
78000,1,2,0,800,97.5,2,1,18,3,25.0786415,55.1352524
275000,3,2,1,1959,140.3777437,0,0,23,3,25.0935245,55.1515716
70000,2,2,0,1500,46.66666667,2,1,25,0,24.3339589,54.5535564
49990,2,3,0,1700,29.40588235,1,1,83,6,25.30824545,55.37310585
135000,2,3,0,1562,86.42765685,2,1,79,0,24.48593095,54.60093933
24000,0,1,0,500,48.0,1,1,38,0,24.353232,54.749892
76000,2,2,0,1200,63.33333333,2,1,26,3,25.0559446,55.20746503
60000,1,2,0,960,62.5,1,1,95,0,24.4725056,54.376269
150000,2,2,0,1553,96.58725048,0,1,81,3,25.0279508,55.2649127
75000,1,2,0,657,114.1552511,2,0,18,3,25.0559446,55.20746503
195000,2,2,0,1304,149.5398773,0,1,34,3,25.09872095,55.25394009
300000,3,2,0,1356,221.2389381,0,1,16,3,25.18668425,55.27470526
107000,1,2,0,665,160.9022556,2,1,108,3,25.12689085,55.26387439
85000,1,2,0,706,120.3966006,2,0,26,3,25.2142937,55.324569
140000,3,2,6,1733,80.7847663,2,1,95,3,25.05865715,55.24599921
105000,2,2,0,778,134.9614396,2,0,37,3,25.1541673,55.2906695
36000,1,2,0,1200,30.0,1,1,48,1,25.3869225,55.4388907
117000,1,2,0,548,213.5036496,2,0,104,3,25.18668425,55.27470526
105000,3,2,8,1500,70.0,2,1,29,3,25.2211708,55.4224204
55000,0,1,0,495,111.1111111,1,0,65,0,24.42748265,54.62348762
120000,1,2,0,812,147.7832512,2,0,56,3,25.177246,55.30791298
120000,1,2,0,936,128.2051282,2,1,53,3,25.18668425,55.27470526
70000,3,4,0,2102,33.30161751,2,1,145,0,24.495946,54.381815
60000,2,2,0,1035,57.97101449,1,1,60,0,24.84326945,55.02758962
200000,3,2,0,1798,111.2347052,0,0,20,3,25.0203281,55.20083863
75000,1,2,0,850,88.23529412,2,1,50,3,25.2208602,55.2737617
78990,2,2,0,1320,59.84090909,2,1,38,3,25.118441,55.387147
320000,5,2,7,2700,118.5185185,0,1,74,3,25.12689085,55.26387439
165000,2,2,0,1254,131.5789474,0,0,19,3,25.0786415,55.1352524
130000,1,2,0,967,134.4364012,2,1,65,0,24.4935984,54.40784051
75000,4,3,0,1600,46.875,2,1,27,0,24.3866584,54.7074507
48000,0,2,0,397,120.906801,1,1,19,3,25.0559446,55.20746503
22000,1,1,0,385,57.14285714,1,1,47,5,25.7976889,55.9697198
35000,1,2,0,732,47.81420765,1,1,18,3,25.1322737,55.39813985
115000,2,3,0,1400,82.14285714,2,0,116,0,24.4935984,54.40784051
26000,0,1,0,540,48.14814815,1,1,28,0,24.4201314,54.57495353
129999,2,2,0,1111,117.0108011,2,1,44,3,25.1541673,55.2906695
40999,2,3,0,1500,27.33266667,1,1,41,6,25.3000012,55.4416176
42000,1,2,0,900,46.66666667,1,1,38,6,25.3256445,55.3886556
85000,3,3,0,1500,56.66666667,2,1,148,0,25.0786415,55.23820949
85000,1,2,0,870,97.70114943,2,1,28,3,25.0559446,55.20746503
33999,1,1,0,950,35.78842105,1,1,15,6,25.3000012,55.4416176
65000,1,1,0,687,94.61426492,1,0,18,0,24.4935984,54.40784051
27000,0,1,0,500,54.0,1,1,16,0,24.3339589,54.5535564
68000,2,2,0,1800,37.77777778,2,1,130,0,24.4201314,54.57495353
48000,2,2,0,2000,24.0,1,1,32,1,25.3979903,55.4987593
35000,1,2,0,835,41.91616766,1,1,72,6,25.3013552,55.3748702
180000,2,2,0,1200,150.0,0,1,59,3,25.21683265,55.30011609
170000,2,2,0,989,171.8907988,0,1,46,3,25.09872095,55.25394009
30000,1,2,0,1000,30.0,1,1,13,1,25.377506,55.499523
90000,1,2,0,850,105.8823529,2,1,31,3,25.0786415,55.1352524
99900,1,2,0,965,103.5233161,2,1,93,3,25.18942655,55.26481902
255000,2,2,0,2065,123.4866828,0,0,62,3,25.10019025,55.118535
